,Date,GOOG_close,GOOG_volume,SPY_close,SPY_volume,value_to_predict,corr_3,corr_6,corr_10,corr_15,corr_20,corr_30,corr_60,corr_100,corr_150,vol_3,vol_6,vol_10,vol_15,vol_20,vol_30,vol_60,vol_100,vol_150,rtn_3,rtn_6,rtn_10,rtn_15,rtn_20,rtn_30,rtn_60,rtn_100,rtn_150,volume_3,volume_6,volume_10,volume_15,volume_20,volume_30,volume_60,volume_100,volume_150
149,2005-03-23,4.457790851593018,194526410,117.0,70817300,0.19882425373251583,0.9967212516006896,-0.22260230175099266,-0.34040960518792046,0.5843713273512086,0.5520323412597125,0.26713249892299434,0.03303931346431589,0.11254880548196702,0.7848855637214316,0.030424266720051742,0.04505054373380221,0.04719688989150499,0.10195755883339014,0.1108326805307186,0.16955007000372652,0.20125424771480543,0.2483915198183256,0.8012581431359977,-0.005904981121558572,0.002069279550537706,-0.013154877655428887,-0.03405428909308372,-0.08032650060434077,-0.10422016286809077,-0.06975245613062642,-0.07696934095974939,0.5787094028042608,721108800.0,1622751758.0,3251132538.0,4955762049.0,7372904259.0,14524309385.0,27751611419.0,44763225017.0,61189761790.0
150,2005-03-24,4.4645161628723145,148763520,117.13999938964844,51932500,0.2615888080242474,0.9813783454298993,0.45842615437420725,-0.5625052370650487,0.5652339591254792,0.5974972130125492,0.3324413327599491,0.060238083737572286,0.14242816950689763,0.7791551539980398,0.008133059933879404,0.02048633914434169,0.04592769052814772,0.09307429640696398,0.10512091828040304,0.17023185272885766,0.20423718855157574,0.24857317319580083,0.7902875221315563,-0.00905236710781665,0.020572740891772856,-0.0040642429279984515,-0.04238048469715516,-0.05238332296071291,-0.06652398169009355,-0.07266440110536476,-0.06160534243630944,0.5802169305192515,569402290.0,1486197832.0,2959832752.0,4799040813.0,6485225446.0,13983638385.0,27733921360.0,44062315647.0,60441098094.0
151,2005-03-28,4.5185627937316895,350830087,117.30999755859376,46765500,0.3284963322100143,0.9335228045058017,0.5157304175961057,-0.6100469210765741,0.4224216538835874,0.5562028288214783,0.35288373626564196,0.075882182398322,0.19108602985305678,0.7743387473363293,0.03331540452093231,0.027825077642895196,0.051194203114590955,0.08538266127597964,0.10248002129208013,0.17092234044392104,0.2059406372639748,0.247363140622322,0.7817643100452261,0.015665892357506594,0.011810144929708777,0.020155407977640483,-0.02439422356132903,-0.024232832479025745,-0.035520935930121844,-0.06135733566119694,-0.07745299169174835,0.5158170355422926,694120017.0,1505365409.0,2988327157.0,4877891260.0,6435620208.0,13572314399.0,27977225920.0,43922316857.0,60333070693.0
152,2005-03-29,4.4724860191345215,259890496,116.52999877929688,71160300,0.3968395326159226,0.5607872045927755,0.6284296424467435,-0.3328876947765128,0.1358235680980737,0.5619348030897546,0.37807622288904646,0.09315659311466194,0.24503171705725865,0.7685929427494053,0.029176549011632243,0.027861740449605227,0.03921809467263856,0.06042103500152905,0.09598779201157832,0.17269127412455146,0.20706374988007523,0.2466170611725384,0.773171543661975,0.0032910918705408854,-0.002613889251017687,0.025836140995655787,-0.0501760044263202,-0.04582366489659151,-0.042680211697385895,-0.09567974808360513,-0.0817676468887063,0.49555415167041406,759484103.0,1480592903.0,2800682445.0,4789786254.0,6381602493.0,13305598415.0,28000059185.0,43726654204.0,60226103250.0
153,2005-03-30,4.494403839111328,250378977,118.18000030517578,62002100,0.4313713479015685,0.44756591013069325,0.5197436068516665,-0.2768332176416787,-0.2820414610897534,0.5417947166555143,0.38443433763585055,0.09899386639751764,0.2752744477577264,0.7632047751148763,0.023047469413378457,0.026045661717125686,0.03990414601884227,0.04645469080912315,0.09175511797365297,0.16993545425734358,0.20889493024576453,0.24636187117711877,0.7628555711465439,0.006672185288126631,-0.0023801818196900193,0.010248992553655079,-0.025982505020731184,-0.030615447798329365,-0.06718463914299444,-0.06614783858894735,-0.06032136665990295,0.5427321593836435,861099560.0,1430501850.0,2632614838.0,4717114881.0,6258137443.0,12007707768.0,27942548425.0,43419402851.0,60170086068.0
154,2005-03-31,4.4958977699279785,271758815,117.95999908447266,64575400,0.5165051041080471,0.9838231848223747,0.5249395448032235,0.2466372470777661,-0.4665078386023273,0.5157690356345119,0.3770633304965219,0.0966663293289768,0.2814193427723773,0.7585098922788418,0.013106822250496399,0.02299336893362099,0.022591785052331982,0.044958451368699144,0.088341126823762,0.16358289588760047,0.20626084475620904,0.24662637197206094,0.7525862624863056,-0.0050286029661374965,0.010637289391369098,0.02757726894110335,-0.004642821891107651,-0.025542233328762487,-0.07839227704034779,-0.11599040979495134,-0.02294677975150239,0.5323470430200491,782028288.0,1476148305.0,2619056207.0,4532754433.0,6237383944.0,11244288972.0,27578163722.0,43112617237.0,60257199371.0
155,2005-04-01,4.48419189453125,248206866,117.43000030517578,95255300,0.587346144573762,0.9183690025522423,0.4593687768599419,0.555282628061495,-0.6176819106446306,0.47896138232029284,0.36484181230306595,0.1175951325103996,0.27046660736113853,0.7533508928737068,0.006371069509853848,0.01920123922495547,0.021961721131057918,0.045014182992024976,0.08027801574468328,0.1503894187895926,0.20750428653982625,0.24377826587170667,0.7426031962118662,0.002613889251017687,0.005904981121558572,0.004174467320808617,0.000333210478569379,-0.03798303129058733,-0.09715659822477418,-0.07725317416082378,0.06121147717314379,0.5118814375233687,770344658.0,1529828761.0,2535600563.0,4340897993.0,6180106054.0,10828725153.0,27274072168.0,42564526530.0,60362833836.0
156,2005-04-04,4.614952087402344,324266893,117.62999725341795,71581200,0.6281672011258945,-0.05966545407159253,0.21922475312434428,0.4191512634848072,-0.5212807722877159,0.28596988853088845,0.35664088749914014,0.13111873271519148,0.2554604624492183,0.748379625213985,0.0723523623984011,0.05202639493740373,0.04732759352838693,0.05919678174950065,0.07896562493046914,0.13496784010086088,0.20724296899500436,0.24170048935200728,0.7320518539138171,0.026468454406605835,0.033140639694732466,0.028743186288164635,0.04126291665690496,-0.0032867148820645564,-0.0658397488963729,-0.04340708358441647,0.07123526488955823,0.5570690519931982,844232574.0,1705332134.0,2575204454.0,4342829204.0,6232393307.0,10734854617.0,27267640149.0,42439443438.0,60562274597.0
157,2005-04-05,4.696646213531494,350777892,118.19000244140624,46853900,0.6638521183193926,0.9212494885362494,0.46359531251559255,0.610152925789091,-0.1412075312185062,-0.056199758128693135,0.32556850575613555,0.1309011283681062,0.23179942547479612,0.7416066881129127,0.10716731151611297,0.09142759743606874,0.07944979178737044,0.07497713000292369,0.07813147293527359,0.11885976896698192,0.20724282216709466,0.2381896657263553,0.7198426731262949,0.04368330808604992,0.038654705119912425,0.041635469027563765,0.07474041297548606,-0.001271732446489926,-0.04854511042872223,0.00010610151223899855,0.11134728399288996,0.6143984611831405,923251651.0,1705279939.0,2625512316.0,4246071888.0,6235175697.0,10744924220.0,27201376705.0,42345994476.0,60808622522.0
158,2005-04-06,4.71283483505249,210891521,118.5999984741211,53268200,0.7045884980748892,0.9611501254360205,0.5885820449041652,0.7152505471514992,0.10897993649899998,-0.23642847847451495,0.3413809119539257,0.13586537451534986,0.2073754321723855,0.735812449962765,0.052467504226105806,0.10582292656741954,0.09696795136273884,0.0923313890566543,0.08880608701199674,0.11595484288275015,0.20656785625654356,0.23418485689279173,0.7073434938430461,0.049731303096277824,0.05234519234729551,0.05776151784488426,0.0577055637683741,0.02147406619398784,-0.011298369533154995,-0.024174417720983277,0.11978003903094114,0.6143166008121838,885936306.0,1656280964.0,2610291477.0,4038516825.0,6123016868.0,10414446132.0,27024303469.0,42129530144.0,60920689006.0
