,Date,GME_close,GME_volume,SPY_close,SPY_volume,value_to_predict,corr_3,corr_6,corr_10,corr_15,corr_20,corr_30,corr_60,corr_100,corr_150,vol_3,vol_6,vol_10,vol_15,vol_20,vol_30,vol_60,vol_100,vol_150,rtn_3,rtn_6,rtn_10,rtn_15,rtn_20,rtn_30,rtn_60,rtn_100,rtn_150,volume_3,volume_6,volume_10,volume_15,volume_20,volume_30,volume_60,volume_100,volume_150
149,2002-09-17,2.552500009536743,388800,87.83000183105469,47609700,-0.09160536998437843,-0.6251146768729016,0.24572790576941497,0.3161075677247118,0.562146894987303,0.5172946282478009,0.4168505468721081,0.5954291177434857,0.7422339602811305,0.4205258241621243,0.053243699102552236,0.04944532186409638,0.0841027522456306,0.09082022776706652,0.08937508238768356,0.2472687709665321,0.24080370479418525,0.301713711532631,0.2534056491674605,0.0009799343220816548,0.018285700772021407,0.0207825429187648,-0.01168463983306911,0.02328563489430502,0.2853993175881019,-0.028007621250667136,0.05124177006686159,0.015794982429132576,1161600.0,4349600.0,10990400.0,18568800.0,32434400.0,54332800.0,102245600.0,186860000.0,415728000.0
150,2002-09-18,2.512500047683716,408000,86.94999694824219,54719400,-0.07649779692824024,0.11711843081474452,0.2885153782051004,0.25132364259178147,0.517568611950781,0.4788697724240361,0.29560965797414324,0.562657495582644,0.7445861467984795,0.4158240859683134,0.020322909891260642,0.05001089091903083,0.06064191903106425,0.08974000412670319,0.08773020748560335,0.23480698101960376,0.2399775531296441,0.30160953661349293,0.2534056491674605,0.02519024834441075,-0.014815048107050921,0.0775582328153428,-0.025056590473084728,-0.03998580880003699,0.24134300819196697,-0.020680208567116387,0.043208773309830084,0.0,1281600.0,3340800.0,9089600.0,17112000.0,27409600.0,53052000.0,101560800.0,185614400.0,339920000.0
151,2002-09-19,2.5350000858306885,3078400,84.69999694824219,48510500,-0.07943872117225921,0.2026178775321002,-0.28533935994733806,0.043075604719292816,0.30463561014250834,0.3268581032262746,0.16670589521884102,0.5191070190207742,0.7448066921109726,0.4092795960987388,0.02005199904656788,0.037868307424689676,0.04628204316524975,0.08624850593287015,0.08063530493056259,0.22134053316216298,0.24050882958406597,0.3013708484186161,0.25344770706192155,0.003457726466422728,-0.025317737446248545,0.05576712721480359,-0.03011392813738345,-0.05608946836105655,0.2439452104264025,0.014903462271929069,0.07047331069922858,0.013902939027250594,3875200.0,5820000.0,10875200.0,17728800.0,28493600.0,54569600.0,103809600.0,186130400.0,331976800.0
152,2002-09-20,2.5062499046325684,737600,84.3499984741211,46325600,-0.06290025589770616,-0.18992054194207159,-0.3123842162189128,0.227997454464898,0.11308879602419228,0.30423036573193074,0.13713197079526152,0.49118659250308894,0.7475412448359963,0.40423455072206194,0.015121116160876672,0.03530225703135983,0.03953481630807014,0.07350996080674406,0.08030764706318674,0.19369536740161186,0.24167464561182614,0.301170570474744,0.25345990632624593,-0.018285700772021407,-0.017305766449939752,0.022189444367973987,-0.06656270802533826,-0.022195770443628082,0.2968679283513165,0.05642514391164277,0.05116205417734043,0.007509403139620896,4224000.0,5385600.0,10273600.0,17078400.0,26196000.0,50369600.0,101664800.0,179973600.0,324324800.0
153,2002-09-23,2.487499952316284,1595200,83.66000366210938,46893800,-0.03693762493615941,0.9530901818787595,0.5658262524793504,0.41669956974351496,0.009227048953984886,0.39855043008325547,0.14579303977855715,0.45178760310106786,0.743866379555925,0.401479646877602,0.023924869608416468,0.022899265364282686,0.04113913751522257,0.0686096711927667,0.07973535665549138,0.16383152019197572,0.2415204696091736,0.3010870149317512,0.2533666825646384,-0.010000121482509727,0.015190126861901021,-0.007509403139620896,-0.04423323746637664,0.007566221213982649,0.2661402095076929,-0.005012560992877502,-0.02970517358324898,0.0410313575362925,5411200.0,6692800.0,10168800.0,17895200.0,26457600.0,51018400.0,101628000.0,179896800.0,318509600.0
154,2002-09-24,2.427500009536743,1099200,82.30999755859375,69507000,-0.04278948318253225,0.9940640239833122,0.8229200765731777,0.5764953710536489,0.1423128307456729,0.43549150831000905,0.17742340399024628,0.3998848882086021,0.7398175127235345,0.4000264815643454,0.04113615567644163,0.04362065757086526,0.050664997898454064,0.07087439325297525,0.08136841557170578,0.1414386267790487,0.23861876519378505,0.3009386010890445,0.25339374740468745,-0.04333174578943533,-0.0398740193230126,-0.04923141535886788,-0.029428806762184734,-0.061895989514018646,0.17821055801605978,-0.07774265613640763,-0.07009078481837894,-0.016850024555324583,3432000.0,7307200.0,9851200.0,17908800.0,25487200.0,51191200.0,99247200.0,177680000.0,312716000.0
155,2002-09-25,2.456249952316284,840000,84.3499984741211,59294400,-0.05205927244699079,0.6320620785466433,0.6804521258881974,0.46590793671994146,0.3559524006684655,0.43119570795990364,0.17258061645354922,0.3709984807604151,0.7363644205966842,0.39783498968139375,0.03000865109536172,0.03952058652820822,0.0437045342304291,0.05516786966648405,0.08121302553344859,0.11442008453528033,0.23850094502594704,0.3007494333317376,0.253395959444381,-0.020151796798682065,-0.03843749757070347,-0.05687563112543781,0.0549157176737719,-0.047699105614655624,0.1838493982273085,-0.004569703508458534,-0.05687563112543781,-0.0025413555697807455,3534400.0,7758400.0,10092000.0,16440000.0,24462400.0,50270400.0,98999200.0,178056800.0,306579200.0
156,2002-09-26,2.581249952316284,1353600,85.7300033569336,53638000,-0.05426355180004202,0.8970350561801264,0.8909095562150707,0.2857907177112479,0.37874226520383864,0.3252992082735939,0.2280966395898163,0.34706798822953067,0.7248447521351619,0.3923578610957861,0.08174207822427733,0.0551102129089904,0.04850113805552595,0.050877249237678265,0.07944384515319966,0.09588455585227548,0.24095268030708916,0.2999981702046772,0.25351102809151965,0.0369955883728178,0.026995466890308073,0.012180418783257152,0.0738472155674933,-0.012033839784693745,0.17700884353074542,0.0959883451553285,-0.051898456600761755,0.065022861743943,3292800.0,8704000.0,10273600.0,16500800.0,23354400.0,48399200.0,98715200.0,177264000.0,304407200.0
157,2002-09-27,2.6600000858306885,2938400,82.75,64648300,-0.04838569121683842,-0.4222110350816534,0.13311488411952124,0.11799122025680715,0.14319176526551486,-0.0038035034928938197,0.22688371270913055,0.30039205802581875,0.70463233988829,0.381344047837438,0.10274620871811532,0.08627508939723899,0.0653123098043526,0.060473951894021806,0.07742885329016122,0.08700991174986224,0.24495373011119007,0.2998249251853365,0.2539477711821871,0.09146422994881298,0.04813248415937765,0.08223811104140677,0.08172802540785884,-0.007024126985453405,0.16185573739316395,0.13999696465634015,-0.010285238392997886,0.0873532311709182,5132000.0,8564000.0,12924000.0,18100000.0,24904800.0,47930400.0,99427200.0,179749600.0,303892000.0
158,2002-09-30,2.5562500953674316,2290400,81.79000091552734,73096400,0.008127649475524022,-0.054799731071177527,0.03724849586112211,0.06074241628185131,0.12126222314227456,-0.15175720591400557,0.2661252552325491,0.2656210440054974,0.6871910461664233,0.3753812211708893,0.05414584763570019,0.08711615865665372,0.06608604340133181,0.06064105171199192,0.07530406067788396,0.08164917269419963,0.24669922676357717,0.29823763112536056,0.2540142828525714,0.03990560089431039,0.019753804095628325,0.011805433681543853,0.019753804095628325,-0.01697003023112742,0.07723493845385399,0.07301775125594945,-0.0910780220347327,0.04756845422666167,6582400.0,10116800.0,14729600.0,18690400.0,26416800.0,48497600.0,101262400.0,181381600.0,303420800.0
