,name,Date,value_to_predict
382,AMZN,2002-02-15,0.8009038759544403
383,AMZN,2002-02-19,0.7888481614931495
384,AMZN,2002-02-20,0.7728498858018452
385,AMZN,2002-02-21,0.6067315247976235
386,AMZN,2002-02-22,0.4507837620243918
387,AMZN,2002-02-25,0.2470129513504532
388,AMZN,2002-02-26,0.136579703913317
389,AMZN,2002-02-27,0.0431809462298603
390,AMZN,2002-02-28,-0.0140027358173042
391,AMZN,2002-03-01,-0.0695481617449162
392,AMZN,2002-03-04,-0.1068671960161957
393,AMZN,2002-03-05,-0.1799245347461121
394,AMZN,2002-03-06,-0.2351972898160272
395,AMZN,2002-03-07,-0.3087300489724696
396,AMZN,2002-03-08,-0.372355619283403
397,AMZN,2002-03-11,-0.4565373910807745
398,AMZN,2002-03-12,-0.5469996594116416
399,AMZN,2002-03-13,-0.5811722332637332
400,AMZN,2002-03-14,-0.5769573853732916
401,AMZN,2002-03-15,-0.5504010827401992
402,AMZN,2002-03-18,-0.5194154759652099
403,AMZN,2002-03-19,-0.5237867721154958
404,AMZN,2002-03-20,-0.53961611885769
405,AMZN,2002-03-21,-0.5414365407706072
406,AMZN,2002-03-22,-0.5361821247426919
407,AMZN,2002-03-25,-0.5540757360528404
408,AMZN,2002-03-26,-0.5608304850119316
409,AMZN,2002-03-27,-0.5729701427548891
410,AMZN,2002-03-28,-0.5744411197803737
411,AMZN,2002-04-01,-0.5732811564033733
412,AMZN,2002-04-02,-0.5711085542188686
413,AMZN,2002-04-03,-0.5603030694404808
414,AMZN,2002-04-04,-0.5459793290714837
415,AMZN,2002-04-05,-0.527576764881833
416,AMZN,2002-04-08,-0.5145793093559914
417,AMZN,2002-04-09,-0.4786243892312904
418,AMZN,2002-04-10,-0.4283888094442801
419,AMZN,2002-04-11,-0.3660587860671767
420,AMZN,2002-04-12,-0.333910046327213
421,AMZN,2002-04-15,-0.2694694573566202
422,AMZN,2002-04-16,-0.2533457767573115
423,AMZN,2002-04-17,-0.1952068904580873
424,AMZN,2002-04-18,-0.1459708528192943
425,AMZN,2002-04-19,-0.0555810923233384
426,AMZN,2002-04-22,0.0547275281360735
427,AMZN,2002-04-23,0.157767312589814
428,AMZN,2002-04-24,0.3814834952120787
429,AMZN,2002-04-25,0.459715990660322
430,AMZN,2002-04-26,0.5210154700690113
431,AMZN,2002-04-29,0.5549183644561321
432,AMZN,2002-04-30,0.6335722129992232
433,AMZN,2002-05-01,0.7056571548788388
434,AMZN,2002-05-02,0.7641669988156521
435,AMZN,2002-05-03,0.8030495368315114
436,AMZN,2002-05-06,0.8404327360125353
437,AMZN,2002-05-07,0.8570420466804257
438,AMZN,2002-05-08,0.8729698834994911
439,AMZN,2002-05-09,0.8837876983645938
440,AMZN,2002-05-10,0.8845296136823141
441,AMZN,2002-05-13,0.8831067918501434
442,AMZN,2002-05-14,0.8734173359301245
443,AMZN,2002-05-15,0.8596627202277494
444,AMZN,2002-05-16,0.8432210171491609
445,AMZN,2002-05-17,0.8234322454762055
446,AMZN,2002-05-20,0.794777207149096
447,AMZN,2002-05-21,0.7868948242115537
448,AMZN,2002-05-22,0.7938565384789473
449,AMZN,2002-05-23,0.8053435971208422
450,AMZN,2002-05-24,0.8065587647282367
451,AMZN,2002-05-28,0.8005483125207009
452,AMZN,2002-05-29,0.7927691738348293
453,AMZN,2002-05-30,0.784589743399078
454,AMZN,2002-05-31,0.7802966326574078
455,AMZN,2002-06-03,0.778103019021724
456,AMZN,2002-06-04,0.7845721744154253
457,AMZN,2002-06-05,0.7827063073595689
458,AMZN,2002-06-06,0.7767316882497748
459,AMZN,2002-06-07,0.7659835868627736
460,AMZN,2002-06-10,0.7540869730494
461,AMZN,2002-06-11,0.7457045329584521
462,AMZN,2002-06-12,0.7398834148310389
463,AMZN,2002-06-13,0.7260460823237613
464,AMZN,2002-06-14,0.710647946241977
465,AMZN,2002-06-17,0.6998688455611307
466,AMZN,2002-06-18,0.6683115517544505
467,AMZN,2002-06-19,0.6198433921985941
468,AMZN,2002-06-20,0.576024755680214
469,AMZN,2002-06-21,0.5422242006530185
470,AMZN,2002-06-24,0.5096262251623607
471,AMZN,2002-06-25,0.4627039734064086
472,AMZN,2002-06-26,0.4506028773692648
473,AMZN,2002-06-27,0.4301330714077718
474,AMZN,2002-06-28,0.4031469869433903
475,AMZN,2002-07-01,0.3612580003477315
476,AMZN,2002-07-02,0.4163889049267049
477,AMZN,2002-07-03,0.4672576971892274
478,AMZN,2002-07-05,0.4931519399078983
479,AMZN,2002-07-08,0.4881900712547923
480,AMZN,2002-07-09,0.4813351339022028
481,AMZN,2002-07-10,0.4552290246637939
482,AMZN,2002-07-11,0.4410492623388594
483,AMZN,2002-07-12,0.410824544832594
484,AMZN,2002-07-15,0.3916880259359255
485,AMZN,2002-07-16,0.3707250825191859
486,AMZN,2002-07-17,0.3242251467312013
487,AMZN,2002-07-18,0.2594805148434205
488,AMZN,2002-07-19,0.1970729998826094
489,AMZN,2002-07-22,0.180372236332228
490,AMZN,2002-07-23,0.1692883628336222
491,AMZN,2002-07-24,0.1170258040417801
492,AMZN,2002-07-25,0.0743329968054687
493,AMZN,2002-07-26,-0.0461878117624872
494,AMZN,2002-07-29,-0.1600465237187661
495,AMZN,2002-07-30,-0.176130079894203
496,AMZN,2002-07-31,-0.1966063306428942
497,AMZN,2002-08-01,-0.2271149071809407
498,AMZN,2002-08-02,-0.2618886325554205
499,AMZN,2002-08-05,-0.3084129697648097
500,AMZN,2002-08-06,-0.4188465405213997
501,AMZN,2002-08-07,-0.4764879895359544
502,AMZN,2002-08-08,-0.51922248384906
503,AMZN,2002-08-09,-0.5504940669797248
504,AMZN,2002-08-12,-0.551822826350955
505,AMZN,2002-08-13,-0.5433259660247819
506,AMZN,2002-08-14,-0.5173415835630943
507,AMZN,2002-08-15,-0.4838829817640135
508,AMZN,2002-08-16,-0.443914756704425
509,AMZN,2002-08-19,-0.3997688352418415
510,AMZN,2002-08-20,-0.342953966700071
511,AMZN,2002-08-21,-0.3026073096268082
512,AMZN,2002-08-22,-0.2342095495986425
513,AMZN,2002-08-23,-0.1897845231710114
514,AMZN,2002-08-26,-0.1212311848863441
515,AMZN,2002-08-27,-0.048634066783669
